Tanggal,Nama_Barang,Tipe_Transaksi,Kuantitas,Satuan,DayOfWeek,NamaHari,DayType,TxOrder,TotalPerDay,WaktuRatio,Waktu,Kategori
2025-05-05 00:00:00,SSD APACER 256GB SATA (P),Faktur Penjualan,1,UNIT,0,Monday,Weekday,8,12,0.666666666666667,Sore,Perangkat/Gadget
2025-05-05 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,3,UNIT,0,Monday,Weekday,9,12,0.75,Sore,Aksesoris/Komponen
2025-05-05 00:00:00,"TAS NOTEBOOK 14"" (S)",Faktur Penjualan,1,UNIT,0,Monday,Weekday,10,12,0.833333333333333,Sore,Notebook/Laptop
2025-05-05 00:00:00,VGA VURRION GTX750TI DDR5 4GB 128BIT (S),Faktur Penjualan,1,UNIT,0,Monday,Weekday,11,12,0.916666666666667,Sore,Aksesoris/Komponen
2025-05-06 00:00:00,DDR2 2GB KINGSTONE PC (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,0,9,0,Pagi,Aksesoris/Komponen
2025-05-06 00:00:00,LCD MONITOR LG 24MR400-B (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,1,9,0.111111111111111,Pagi,Monitor/TV
2025-05-06 00:00:00,MOUSE MIKUSO MOS-015U (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,2,9,0.222222222222222,Pagi,Aksesoris/Komponen
2025-05-06 00:00:00,MOUSE MIKUSO MOS-W080 (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,3,9,0.333333333333333,Siang,Aksesoris/Komponen
2025-05-06 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,4,9,0.444444444444444,Siang,Aksesoris/Komponen
2025-05-06 00:00:00,NB HP PAVILION X360 14-EK2051TU CORE 3-100U 8GB/512GB/TS/W11+OHS (SN-P),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,5,9,0.555555555555556,Siang,Notebook/Laptop
2025-05-06 00:00:00,"NB LENOVO X1 CARBON 6TH CI5 GEN8 16GB/256GB/TS/14"" (SN)",Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,6,9,0.666666666666667,Sore,Notebook/Laptop
2025-05-06 00:00:00,SEWA LAPTOP (S),Faktur Penjualan,5,UNIT,1,Tuesday,Weekday,7,9,0.777777777777778,Sore,Notebook/Laptop
2025-05-06 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,4,UNIT,1,Tuesday,Weekday,8,9,0.888888888888889,Sore,Aksesoris/Komponen
2025-05-07 00:00:00,COLLET U2 DIAMETER 14MM (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,0,6,0,Pagi,Aksesoris/Komponen
2025-05-07 00:00:00,COLLET U2 DIAMETER 18MM (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,1,6,0.166666666666667,Pagi,Aksesoris/Komponen
2025-05-07 00:00:00,COLLET U2 DIAMETER 20MM (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,2,6,0.333333333333333,Siang,Aksesoris/Komponen
2025-05-07 00:00:00,COLLET U2 DIAMETER 25MM (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,3,6,0.5,Siang,Aksesoris/Komponen
2025-05-07 00:00:00,WEST LAKE MESIN BOR & MILLING ZX 7016 (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,4,6,0.666666666666667,Sore,Elektronik Rumah
2025-05-07 00:00:00,ZAIKU CNC LS-6040 WITH 50 WATT LASER CO2 (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,5,6,0.833333333333333,Sore,Aksesoris/Komponen
2025-05-08 00:00:00,"AIO DELL 7460 CI5 GEN8 8GB/SSD256GB/23,8"" (SN)",Faktur Penjualan,2,UNIT,3,Thursday,Weekday,0,8,0,Pagi,Lainnya
2025-05-08 00:00:00,MOUSE MIKUSO MOS-W080 (S),Faktur Penjualan,5,UNIT,3,Thursday,Weekday,1,8,0.125,Pagi,Aksesoris/Komponen
2025-05-08 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,2,8,0.25,Pagi,Aksesoris/Komponen
2025-05-08 00:00:00,NB LENOVO L480 CI5 GEN8 8GB/256GB (SN),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,3,8,0.375,Siang,Notebook/Laptop
2025-05-08 00:00:00,NB LENOVO T490 CI5 GEN8 8GB/256GB/TOUCH (SN),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,4,8,0.5,Siang,Notebook/Laptop
2025-05-08 00:00:00,"NB LENOVO YOGA L13 CI5 GEN10 16GB/256GB/14""/TOUCH (SN)",Faktur Penjualan,2,UNIT,3,Thursday,Weekday,5,8,0.625,Siang,Notebook/Laptop
2025-05-08 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,2,UNIT,3,Thursday,Weekday,6,8,0.75,Sore,Aksesoris/Komponen
2025-05-08 00:00:00,"TAS NOTEBOOK 14"" (S)",Faktur Penjualan,4,UNIT,3,Thursday,Weekday,7,8,0.875,Sore,Notebook/Laptop
2025-05-09 00:00:00,ADAPTOR 5A 12V SLIM (S),Faktur Penjualan,1,UNIT,4,Friday,Weekday,0,13,0,Pagi,Aksesoris/Komponen
2025-05-09 00:00:00,DDR5 16GB VIPER NON RGB 5600MHZ (S),Faktur Penjualan,5,UNIT,4,Friday,Weekday,1,13,0.0769230769230769,Pagi,Aksesoris/Komponen
2025-05-09 00:00:00,EPSON INK BOTTLE 003 - V100/V299 CYAN (P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,2,13,0.153846153846154,Pagi,Perangkat/Gadget
2025-05-09 00:00:00,EPSON INK BOTTLE 003 - V100/V399 MAGENTHA (P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,3,13,0.230769230769231,Pagi,Perangkat/Gadget
2025-05-09 00:00:00,"PC ACER VERITON X CI3-13100 8GB/512GB/WIN11+LED21.5"" (SN-P)",Faktur Penjualan,5,UNIT,4,Friday,Weekday,4,13,0.307692307692308,Pagi,Notebook/Laptop
2025-05-09 00:00:00,PRINTER EPSON STYLUS L3250  (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,5,13,0.384615384615385,Siang,Printer
2025-05-09 00:00:00,PS JARING 30A (S),Faktur Penjualan,1,UNIT,4,Friday,Weekday,6,13,0.461538461538462,Siang,Aksesoris/Komponen
2025-05-09 00:00:00,TINTA EPSON C T003 BLACK (P),Faktur Penjualan,4,UNIT,4,Friday,Weekday,7,13,0.538461538461538,Siang,Perangkat/Gadget
2025-05-09 00:00:00,TINTA EPSON C T003 YELLOW (P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,8,13,0.615384615384615,Siang,Perangkat/Gadget
2025-05-09 00:00:00,TINTA REFIL EPSON T 6641 BLACK (P),Faktur Penjualan,4,UNIT,4,Friday,Weekday,9,13,0.692307692307692,Sore,Perangkat/Gadget
2025-05-09 00:00:00,TINTA REFIL EPSON T 6644 YELLOW (P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,10,13,0.769230769230769,Sore,Perangkat/Gadget
2025-05-09 00:00:00,TINTA REFIL EPSON T6642 CYAN (P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,11,13,0.846153846153846,Sore,Perangkat/Gadget
2025-05-09 00:00:00,TINTA REFIL EPSON T6643 MAGENTA (P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,12,13,0.923076923076923,Sore,Perangkat/Gadget
2025-05-10 00:00:00,EXT HDD SEAGATE 4TB EXPANSION MFI (P),Faktur Penjualan,2,UNIT,5,Saturday,Weekend,0,5,0,Pagi,Perangkat/Gadget
2025-05-10 00:00:00,HELM CLASSIC (S),Faktur Penjualan,30,UNIT,5,Saturday,Weekend,1,5,0.2,Pagi,Aksesoris/Komponen
2025-05-10 00:00:00,KURSI WASIT VOLI (S),Faktur Penjualan,1,UNIT,5,Saturday,Weekend,2,5,0.4,Siang,Aksesoris/Komponen
2025-05-10 00:00:00,LCD PROJECTOR EPSON EB-X600 (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,3,5,0.6,Siang,Perangkat/Gadget
2025-05-10 00:00:00,RAK BESI PERPUSTAKAAN 2 SISI BUFALO  AA-BS101 (S),Faktur Penjualan,1,UNIT,5,Saturday,Weekend,4,5,0.8,Sore,Aksesoris/Komponen
2025-05-13 00:00:00,CASING SIMBADDA SIMV 3145 380W (P),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,0,11,0,Pagi,Perangkat/Gadget
2025-05-13 00:00:00,DDR4 8GB HYNIX 2666 (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,1,11,0.0909090909090909,Pagi,Aksesoris/Komponen
2025-05-13 00:00:00,KABEL POWER NOTEBOOK NYK (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,2,11,0.181818181818182,Pagi,Notebook/Laptop
2025-05-13 00:00:00,LOGITECH MK120 COMBO DESKTOP (P),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,3,11,0.272727272727273,Pagi,Perangkat/Gadget
2025-05-13 00:00:00,MB POWERMAX H110 (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,4,11,0.363636363636364,Siang,Aksesoris/Komponen
2025-05-13 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,5,11,0.454545454545455,Siang,Aksesoris/Komponen
2025-05-13 00:00:00,MOUSE WIRELESS LOGITECH M170(P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,6,11,0.545454545454545,Siang,Perangkat/Gadget
2025-05-13 00:00:00,PRINTER EPSON L121 (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,7,11,0.636363636363636,Siang,Printer
2025-05-13 00:00:00,PROC CI5 6500 TRAY + FAN(S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,8,11,0.727272727272727,Sore,Aksesoris/Komponen
2025-05-13 00:00:00,"SAMSUNG LED 19"" FLAT LS19A330NHEXXD (P)",Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,9,11,0.818181818181818,Sore,Smartphone
2025-05-13 00:00:00,SSD 256GB RAMSTA  SATA (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,10,11,0.909090909090909,Sore,Aksesoris/Komponen
2025-05-14 00:00:00,CRIMPING TOOL BELDEN RJ45 (P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,0,9,0,Pagi,Perangkat/Gadget
2025-05-14 00:00:00,"HIKVISION INTERATIVE DISPLAY DS-D5B65RB/EL 65"" 4K (DR-P)",Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,1,9,0.111111111111111,Pagi,Aksesoris/Komponen
2025-05-14 00:00:00,JASA SERVICE PRINTER,Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,2,9,0.222222222222222,Pagi,Printer
2025-05-14 00:00:00,OBENG PIPIH TEKIRO SD TR 0913 (S),Faktur Penjualan,2,UNIT,2,Wednesday,Weekday,3,9,0.333333333333333,Siang,Aksesoris/Komponen
2025-05-14 00:00:00,OBENG PLUS MINUS (S),Faktur Penjualan,2,UNIT,2,Wednesday,Weekday,4,9,0.444444444444444,Siang,Aksesoris/Komponen
2025-05-14 00:00:00,REDMI PAD SE 4/128 (P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,5,9,0.555555555555556,Siang,Smartphone
2025-05-14 00:00:00,SEWA LAPTOP (S),Faktur Penjualan,20,UNIT,2,Wednesday,Weekday,6,9,0.666666666666667,Sore,Notebook/Laptop
2025-05-14 00:00:00,"TANG KOMBINASI TEKIRO 8"" (S)",Faktur Penjualan,3,UNIT,2,Wednesday,Weekday,7,9,0.777777777777778,Sore,Aksesoris/Komponen
2025-05-14 00:00:00,TINTA EPSON C T003 BLACK (P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,8,9,0.888888888888889,Sore,Perangkat/Gadget
2025-05-15 00:00:00,HDD CADDY 9.5MM (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,0,8,0,Pagi,Aksesoris/Komponen
2025-05-15 00:00:00,MESIN PRESS KAOS MULTIFUNGSI INNOVATIVE (P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,1,8,0.125,Pagi,Elektronik Rumah
2025-05-15 00:00:00,MOUSE MIKUSO MOS-W080 (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,2,8,0.25,Pagi,Aksesoris/Komponen
2025-05-15 00:00:00,NB LENOVO L480 CI5 GEN8 8GB/256GB (SN),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,3,8,0.375,Siang,Notebook/Laptop
2025-05-15 00:00:00,ROUTER DLINK GIGABIT AX3000 (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,4,8,0.5,Siang,Aksesoris/Komponen
2025-05-15 00:00:00,STIKER ENGLISH KEYBOARD (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,5,8,0.625,Siang,Aksesoris/Komponen
2025-05-15 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,6,8,0.75,Sore,Aksesoris/Komponen
2025-05-15 00:00:00,"TAS NOTEBOOK 14"" (S)",Faktur Penjualan,1,UNIT,3,Thursday,Weekday,7,8,0.875,Sore,Notebook/Laptop
2025-05-16 00:00:00,AIO LENOVO 3 22IAP7 CI3-1215U 8GB/256GB/K+M/W11+OHS (SN-P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,0,3,0,Pagi,Notebook/Laptop
2025-05-16 00:00:00,PRINTER BROTHER DCP-T720DW (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,1,3,0.333333333333333,Siang,Printer
2025-05-16 00:00:00,SEWA LAPTOP (S),Faktur Penjualan,1,UNIT,4,Friday,Weekday,2,3,0.666666666666667,Sore,Notebook/Laptop
2025-05-17 00:00:00,BRACKET INFORCE TV W400ST (S),Faktur Penjualan,5,UNIT,5,Saturday,Weekend,0,2,0,Pagi,Monitor/TV
2025-05-17 00:00:00,"CHANGHONG 50"" SMART UHD TV U50H7PRO (P)",Faktur Penjualan,5,UNIT,5,Saturday,Weekend,1,2,0.5,Siang,Monitor/TV
2025-05-19 00:00:00,PRINTER EPSON SC F130 (S),Faktur Penjualan,1,UNIT,0,Monday,Weekday,0,3,0,Pagi,Printer
2025-05-19 00:00:00,REDMI PAD SE 4/128 (P),Faktur Penjualan,1,UNIT,0,Monday,Weekday,1,3,0.333333333333333,Siang,Smartphone
2025-05-19 00:00:00,WESTCO MOTORCYCLE TABLE 800 LBS (S),Faktur Penjualan,1,UNIT,0,Monday,Weekday,2,3,0.666666666666667,Sore,Aksesoris/Komponen
2025-05-20 00:00:00,BRACKET PROJECTOR (P),Faktur Penjualan,4,UNIT,1,Tuesday,Weekday,0,28,0,Pagi,Perangkat/Gadget
2025-05-20 00:00:00,EMLOK SOLUTION EM 600 (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,1,28,0.0357142857142857,Pagi,Aksesoris/Komponen
2025-05-20 00:00:00,INFORMA COLORADO SET KURSI & MEJA TERAS (P),Faktur Penjualan,4,UNIT,1,Tuesday,Weekday,2,28,0.0714285714285714,Pagi,Perangkat/Gadget
2025-05-20 00:00:00,INFORMA POLO SET MEJA DAN KURSI SEKOLAH (P),Faktur Penjualan,35,UNIT,1,Tuesday,Weekday,3,28,0.107142857142857,Pagi,Perangkat/Gadget
2025-05-20 00:00:00,KABEL HDMI MTECH 10M 2.0 4K (S),Faktur Penjualan,4,UNIT,1,Tuesday,Weekday,4,28,0.142857142857143,Pagi,Aksesoris/Komponen
2025-05-20 00:00:00,KARTU PERDANA TELKOMSEL (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,5,28,0.178571428571429,Pagi,Aksesoris/Komponen
2025-05-20 00:00:00,KRISBOW ALAT UKUR AUTOMOTIVE MULTIMETER DIGITAL (S),Faktur Penjualan,5,UNIT,1,Tuesday,Weekday,6,28,0.214285714285714,Pagi,Aksesoris/Komponen
2025-05-20 00:00:00,"KRISBOW HAND PALLET NYLON 68,5X122CM 3TON (S)",Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,7,28,0.25,Pagi,Aksesoris/Komponen
2025-05-20 00:00:00,KRISBOW LEMARI PERKAKAS 8 RAK (P),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,8,28,0.285714285714286,Pagi,Perangkat/Gadget
2025-05-20 00:00:00,KURSI TUNGGU 3 DUDUKAN SANDARAN SILVER KT-3DS (S),Faktur Penjualan,5,UNIT,1,Tuesday,Weekday,9,28,0.321428571428572,Pagi,Aksesoris/Komponen
2025-05-20 00:00:00,LEMARI ARSIP BESI PINTU GESER ATAS KACA TOPAS TF.017 (S),Faktur Penjualan,4,UNIT,1,Tuesday,Weekday,10,28,0.357142857142857,Siang,Aksesoris/Komponen
2025-05-20 00:00:00,MEJA KERJA L LETER (S),Faktur Penjualan,4,UNIT,1,Tuesday,Weekday,11,28,0.392857142857143,Siang,Aksesoris/Komponen
2025-05-20 00:00:00,"MITUTOYO DIGITAL CALIPER 6"" 0.01MM (S)",Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,12,28,0.428571428571429,Siang,Aksesoris/Komponen
2025-05-20 00:00:00,MOUSE MIKUSO MOS-W080 (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,13,28,0.464285714285714,Siang,Aksesoris/Komponen
2025-05-20 00:00:00,NB DELL LATITUDE 7210 2 IN 1 CI7 GEN10 16GB/512GB/TS (SN),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,14,28,0.5,Siang,Notebook/Laptop
2025-05-20 00:00:00,NB LENOVO X260 CI5 GEN6 8GB/256GB (SN),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,15,28,0.535714285714286,Siang,Notebook/Laptop
2025-05-20 00:00:00,OUTSIDE MICROMETER SET (S),Faktur Penjualan,5,UNIT,1,Tuesday,Weekday,16,28,0.571428571428571,Siang,Aksesoris/Komponen
2025-05-20 00:00:00,PROJECTOR PANASONIC TRUE WXGA PT-VMW51 (P),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,17,28,0.607142857142857,Siang,Perangkat/Gadget
2025-05-20 00:00:00,RAK BUKU (S),Faktur Penjualan,4,UNIT,1,Tuesday,Weekday,18,28,0.642857142857143,Siang,Aksesoris/Komponen
2025-05-20 00:00:00,SOLUTION FINGERPRINT X105 (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,19,28,0.678571428571429,Sore,Aksesoris/Komponen
2025-05-20 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,10,UNIT,1,Tuesday,Weekday,20,28,0.714285714285714,Sore,Aksesoris/Komponen
2025-05-20 00:00:00,TEMPEREDGLASS JETE REDMI 13 (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,21,28,0.75,Sore,Smartphone
2025-05-20 00:00:00,TINTA REFIL EPSON T 6641 BLACK (P),Faktur Penjualan,10,UNIT,1,Tuesday,Weekday,22,28,0.785714285714286,Sore,Perangkat/Gadget
2025-05-20 00:00:00,TINTA REFIL EPSON T 6644 YELLOW (P),Faktur Penjualan,6,UNIT,1,Tuesday,Weekday,23,28,0.821428571428571,Sore,Perangkat/Gadget
2025-05-20 00:00:00,TINTA REFIL EPSON T6642 CYAN (P),Faktur Penjualan,6,UNIT,1,Tuesday,Weekday,24,28,0.857142857142857,Sore,Perangkat/Gadget
2025-05-20 00:00:00,TINTA REFIL EPSON T6643 MAGENTA (P),Faktur Penjualan,6,UNIT,1,Tuesday,Weekday,25,28,0.892857142857143,Sore,Perangkat/Gadget
2025-05-20 00:00:00,WHITE BOARD 180X120 DUA SISI MAGNETIC (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,26,28,0.928571428571429,Sore,Aksesoris/Komponen
2025-05-20 00:00:00,XIAOMI REDMI 13 8/256GB (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,27,28,0.964285714285714,Sore,Smartphone
2025-05-21 00:00:00,BOX LAPTOP NEW (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,0,26,0,Pagi,Notebook/Laptop
2025-05-21 00:00:00,CANON CATRIDGE CL-811 COLOUR (P),Faktur Penjualan,3,UNIT,2,Wednesday,Weekday,1,26,0.0384615384615385,Pagi,Perangkat/Gadget
2025-05-21 00:00:00,CANON CATRIDGE PG-810 BLACK (P),Faktur Penjualan,5,UNIT,2,Wednesday,Weekday,2,26,0.0769230769230769,Pagi,Perangkat/Gadget
2025-05-21 00:00:00,CASE SSD NVME MTECH 3.0 (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,3,26,0.115384615384615,Pagi,Aksesoris/Komponen
2025-05-21 00:00:00,DELI PAPER SHREDDER E9952 (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,4,26,0.153846153846154,Pagi,Aksesoris/Komponen
2025-05-21 00:00:00,FLASHDISK BLADE CZ50 32GB SANDISK (DR-P),Faktur Penjualan,3,UNIT,2,Wednesday,Weekday,5,26,0.192307692307692,Pagi,Aksesoris/Komponen
2025-05-21 00:00:00,INSULATION TESTER MEGGER IR 4056-21 (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,6,26,0.230769230769231,Pagi,Aksesoris/Komponen
2025-05-21 00:00:00,JASA,Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,7,26,0.269230769230769,Pagi,Jasa Service
2025-05-21 00:00:00,KABEL BELDEN UTP CAT5E 305M ECER (P),Faktur Penjualan,72,UNIT,2,Wednesday,Weekday,8,26,0.307692307692308,Pagi,Perangkat/Gadget
2025-05-21 00:00:00,KABEL PROLINK LAN  CAT 6E 0.57MM ECER (S),Faktur Penjualan,6,UNIT,2,Wednesday,Weekday,9,26,0.346153846153846,Siang,Aksesoris/Komponen
2025-05-21 00:00:00,KYORITSU 4105A DIGITAL EARTH TESTER (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,10,26,0.384615384615385,Siang,Aksesoris/Komponen
2025-05-21 00:00:00,MESIN BUBUT CO636N/1000 (P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,11,26,0.423076923076923,Siang,Elektronik Rumah
2025-05-21 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,6,UNIT,2,Wednesday,Weekday,12,26,0.461538461538462,Siang,Aksesoris/Komponen
2025-05-21 00:00:00,MOUSE WIRELESS LOGITECH M170(P),Faktur Penjualan,2,UNIT,2,Wednesday,Weekday,13,26,0.5,Siang,Perangkat/Gadget
2025-05-21 00:00:00,NB ADVAN EVO-X INTEL N100/12GB/512/WIN11 (SN),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,14,26,0.538461538461538,Siang,Notebook/Laptop
2025-05-21 00:00:00,"NB AXIOO HYPE7 AMD X7 R7-5825 8GB/512GB/14""/DOS (SN)(N)",Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,15,26,0.576923076923077,Siang,Notebook/Laptop
2025-05-21 00:00:00,PLC TRAINER & SCADA HMI (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,16,26,0.615384615384615,Siang,Aksesoris/Komponen
2025-05-21 00:00:00,POWER SUPPLY POWERUP 500W NERO 225 (P),Faktur Penjualan,10,UNIT,2,Wednesday,Weekday,17,26,0.653846153846154,Siang,Perangkat/Gadget
2025-05-21 00:00:00,RJ45 CAT 6 NYK ECER (S),Faktur Penjualan,14,UNIT,2,Wednesday,Weekday,18,26,0.692307692307692,Sore,Aksesoris/Komponen
2025-05-21 00:00:00,SCREEN INFORCE WALL 70 1:1 (P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,19,26,0.730769230769231,Sore,Perangkat/Gadget
2025-05-21 00:00:00,STIKER ENGLISH KEYBOARD (S),Faktur Penjualan,3,UNIT,2,Wednesday,Weekday,20,26,0.769230769230769,Sore,Aksesoris/Komponen
2025-05-21 00:00:00,TARGUS BLUETOOTH MOBILE SPEAKERPHONE (P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,21,26,0.807692307692308,Sore,Perangkat/Gadget
2025-05-21 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,3,UNIT,2,Wednesday,Weekday,22,26,0.846153846153846,Sore,Aksesoris/Komponen
2025-05-21 00:00:00,TINTA PRINTER BROTHER D60 BLACK (P),Faktur Penjualan,3,UNIT,2,Wednesday,Weekday,23,26,0.884615384615385,Sore,Printer
2025-05-21 00:00:00,TRAINER INVERTER MOTOR 3 FASA (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,24,26,0.923076923076923,Sore,Aksesoris/Komponen
2025-05-21 00:00:00,TRIPOD JETE H15 180CM (DR-P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,25,26,0.961538461538462,Sore,Aksesoris/Komponen
2025-05-22 00:00:00,BOX LAPTOP NEW (S),Faktur Penjualan,2,UNIT,3,Thursday,Weekday,0,23,0,Pagi,Notebook/Laptop
2025-05-22 00:00:00,CASING SIMBADDA SIMV 3145 380W (P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,1,23,0.0434782608695652,Pagi,Perangkat/Gadget
2025-05-22 00:00:00,DDR4 8GB VISIPRO PC (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,2,23,0.0869565217391304,Pagi,Aksesoris/Komponen
2025-05-22 00:00:00,FLASHDISK HP V212W 64GB (USB 2.0) (P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,3,23,0.130434782608696,Pagi,Perangkat/Gadget
2025-05-22 00:00:00,"LED 19"" AEVISION (S)",Faktur Penjualan,1,UNIT,3,Thursday,Weekday,4,23,0.173913043478261,Pagi,Monitor/TV
2025-05-22 00:00:00,MB GIGABYTE H510M-K V2 (P),Faktur Penjualan,2,UNIT,3,Thursday,Weekday,5,23,0.217391304347826,Pagi,Perangkat/Gadget
2025-05-22 00:00:00,MB QWERTY H110 (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,6,23,0.260869565217391,Pagi,Aksesoris/Komponen
2025-05-22 00:00:00,MOUSE MIKUSO MOS-W080 (S),Faktur Penjualan,2,UNIT,3,Thursday,Weekday,7,23,0.304347826086957,Pagi,Aksesoris/Komponen
2025-05-22 00:00:00,"NB ASUS TUF GAMING A14 FA401UU R7-8845HS 16GB/512GB/RTX4050 6GB/14""/WIN11+OHS (SN-P)",Faktur Penjualan,1,UNIT,3,Thursday,Weekday,8,23,0.347826086956522,Siang,Notebook/Laptop
2025-05-22 00:00:00,NB LENOVO IP3 CI3-1215U 8GB/512GB/W11+OHS (SN-P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,9,23,0.391304347826087,Siang,Notebook/Laptop
2025-05-22 00:00:00,"NB LENOVO YOGA L13 CI5 GEN10 16GB/256GB/14""/TOUCH (SN)",Faktur Penjualan,1,UNIT,3,Thursday,Weekday,10,23,0.434782608695652,Siang,Notebook/Laptop
2025-05-22 00:00:00,PASTA PROC GREASE,Faktur Penjualan,3,UNIT,3,Thursday,Weekday,11,23,0.478260869565217,Siang,Lainnya
2025-05-22 00:00:00,PROC CI3-10105 BOX (S),Faktur Penjualan,2,UNIT,3,Thursday,Weekday,12,23,0.521739130434783,Siang,Aksesoris/Komponen
2025-05-22 00:00:00,PROC CI5 6500 TRAY + FAN(S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,13,23,0.565217391304348,Siang,Aksesoris/Komponen
2025-05-22 00:00:00,RUIJIE REYEE RG-RAP 2200 E (S),Faktur Penjualan,2,UNIT,3,Thursday,Weekday,14,23,0.608695652173913,Siang,Aksesoris/Komponen
